"Story","Title","Result","Date","Stability","Duration (s)"
"implementar metodos de automatizaccion una pagina de compras","realizar el ingreso y compra de un producto de la pagina","SUCCESS","2022-06-01T13:00:00.595-05:00[America/Bogota]","0.0","21.32"
